WKT;name
"LINESTRING (351731.550346584 6178334.65299577,351706.616223545 6178289.17170747,351691.90147709 6178255.1355138,351681.077367672 6178223.53544701)";
"LINESTRING (351307.531791391 6178476.46988914,351296.416892938 6178401.78976712,351299.018353034 6178393.001283,351323.768797659 6178354.18356512,351308.110172897 6178286.89633457)";
"LINESTRING (351337.984746107 6177591.06562238,351370.250504133 6177614.19079899)";
"LINESTRING (351795.771637296 6178996.74343612,351897.989897824 6178996.90037207,351938.687318729 6178992.63568958,351958.404546765 6178988.93461758,351968.246002386 6178983.26774793,351974.848195311 6178976.90578258,352013.417057736 6178921.87783922,352022.965135011 6178907.54248577)";
"LINESTRING (351265.434056646 6178508.05400296,351291.547897899 6178526.82083793,351327.241019878 6178550.55557807,351388.998384063 6178591.60270782,351475.239896334 6178648.33895177,351531.331233526 6178682.07268229,351579.832189213 6178708.77356284,351647.052679059 6178744.20436975,351686.474046753 6178773.75461165,351748.578176808 6178847.29661662,351765.945332004 6178854.47408463,351788.839893796 6178855.3279767,351806.592585146 6178853.89213697,351833.898595338 6178840.10685188,351852.319074024 6178827.8990384,351890.732956067 6178813.07072485,351902.429453561 6178813.12433753)";
"LINESTRING (350863.259568945 6178781.27905827,350930.710670715 6179026.81326892)";
"LINESTRING (351064.347029834 6177918.97241091,351038.276817068 6177941.63871193,351025.606868073 6177957.09883631,351016.236938004 6177973.44394943,351006.646136411 6178002.96425957,350973.82786401 6178189.60190601,350961.983395818 6178205.08631634,350940.419630243 6178207.21358023,350925.539998363 6178205.32154723,350914.1990258 6178189.47562237,350909.409765937 6178177.85058725,350883.878707855 6178169.19788318,350602.123137066 6178228.97129857,350576.197795309 6178244.22843488,350572.631989218 6178259.83465571,350574.734406316 6178283.77447536,350582.883600535 6178343.27681139,350585.639422935 6178377.95431703,350580.918276171 6178465.28194325,350582.418538956 6178680.51500917,350591.629383048 6178726.01252627,350614.550513818 6178742.87730402,350640.878463549 6178754.01729615,350777.884283258 6178745.59480518,350879.656252033 6178743.11572161)";
"LINESTRING (350879.656252033 6178743.11572161,350902.259965822 6178726.06268422,350940.472877446 6178719.25541084,351047.909185666 6178683.05340324,351103.99262672 6178646.84696916,351123.542115634 6178615.82242157,351133.989668543 6178583.84196957,351145.603467096 6178531.24685363,351146.774351908 6178251.74998849,351064.347029834 6177918.97241091)";
"LINESTRING (350879.656252033 6178743.11572161,350886.182351018 6178767.80320137)";
"LINESTRING (350886.182351018 6178767.80320137,350863.259568945 6178781.27905827,350554.437714803 6178875.72685351,350520.975161137 6178873.71234578,350496.751089499 6178848.80593675,350427.378453048 6178594.55086847,350368.845981698 6178380.00624253,350317.859210713 6178179.37174611,350217.194032761 6177829.42893261,350224.371933777 6177811.89545656,350248.211880819 6177799.53427427,350470.768921251 6177735.27901022,350627.716431421 6177689.95202625)";
"LINESTRING (351327.241019878 6178550.55557807,351403.910308669 6178671.1911967,351409.775213149 6178690.809158,351403.353513861 6178767.28258863,351412.826064583 6178790.96296968,351445.605509675 6178835.61663308,351450.983159354 6178869.04886029,351443.226220629 6178922.84862357,351469.325605993 6179015.45086014,351509.29641077 6179256.8348214)";
"LINESTRING (351572.684410371 6178393.46857642,351669.885221506 6178376.85282695,351704.567475844 6178371.94953713)";
"LINESTRING (351201.989301331 6178019.98908149,351224.605105509 6178023.21394611,351240.942548047 6178020.0592966,351256.354974887 6178013.32886264,351261.009158484 6177999.04888936,351274.729676333 6177891.72023431,351295.348001917 6177835.70843642,351305.965140343 6177815.40060381,351316.390913649 6177807.02598855,351332.464815463 6177811.12193203)";
